WhatId,OwnerId,Status,Priority,TaskSubtype,Type,CreatedDate,ActivityDate,LastModifiedDate,Subject,Description
Opportunity for Fitzgerald1884,Dennis Howard,In Progress,Low,Email,Email to stakeholder,2015-05-28,2015-06-22,2015-07-01,Email to stakeholder epejofcu [7507],Wevah fakjobu mezop ukudowi ah kifub dekata ha ivafitwum agunup igdolha uzila.
Opportunity for Bowen1885,Eric Sanchez,In Progress,Low,Email,Setting up demo,2015-06-10,2015-06-19,2015-06-23,Setting up demo fedjujtip [7072],Kumac hozof fep novugne najika tukopa he jir po wo fedicis mu ajebufic kefeg ko.
Opportunity for Huff1886,Jessica Nichols,In Progress,Normal,Email,Email to stakeholder,2015-05-10,2015-05-27,2015-06-12,Email to stakeholder kisu [1938],Podemo ni rumuj lev nagcoeke pal jevab te zo duchopo pite cinuune al ib.
Opportunity for Barker1887,Julie Chavez,Completed,Normal,Task,Task exec,2015-06-30,2015-07-19,2015-07-03,Task exec hivmicu [1200],Iziudum zufi bofogju rirondiz gisvu fatoptoz rinvicid igoeru vi ca hobug silga.
Opportunity for Daniel1888,Dennis Howard,Not Started,High,Task,Task exec,2015-06-10,2015-07-09,2015-06-22,Task exec cuar [7915],Ner nes kamajiv uwasiz bip fideszoh la ijnuamo raod sewki pup ihdok gunab gacpopje boaw citaliwa pognoze.
Opportunity for Phillips1889,Evelyn Williamson,Not Started,Normal,Task,Task to stakeholder,2015-06-12,2015-07-07,2015-06-24,Task to stakeholder tiev [4480],Katsifhac da bekpitjow si ut lar puzawtam ivuresfih pujaz jewe pij kabil fomit vez dunpa okaani.
Opportunity for Reese1890,Kelly Frazier,In Progress,Normal,Task,Task to stakeholder,2015-05-10,2015-06-27,2015-06-27,Task to stakeholder surofnam [3955],Dabiz kicapagu cos tenzu zitizoko toru noz lig muri mip muzusle kugvuh usasir pil ela.
Opportunity for Harvey1891,Nicolas Weaver,Not Started,Normal,Call,Call exec,2015-06-01,2015-07-01,2015-07-01,Call exec ih [1225],Zifid vihib wuwja babu fab picdiccew pipukiro holocar pomudtu gooba wal kijokisi rana gagolo kafe vize.
Opportunity for Saunders1892,Bruce Kennedy,Not Started,Normal,Email,Email exec,2015-05-08,2015-05-12,2015-06-11,Email exec jukra [8189],Nod wozfa nin ilut ho piwo mu rolob af pagomi wolob ka.
Opportunity for Floyd1893,Dennis Howard,Completed,Normal,Email,Email exec,2015-06-03,2015-06-13,2015-06-04,Email exec vu [8657],Geice ilaabgo lif ka em muwnuani wupa guv mumhe bo ke bizned jovpe bujsineg.
Opportunity for Marshall1894,Evelyn Williamson,In Progress,High,Call,Call exec,2015-07-05,2015-07-20,2015-07-05,Call exec revu [7439],Avmuw mupzas ko fotkeljab ruog emdilfez er bi tama cozfezez ko sumafco boznuvwad giwami cod deh.
Opportunity for Reynolds1895,Nicolas Weaver,Not Started,Normal,Task,Task exec,2015-06-19,2015-07-16,2015-07-02,Task exec we [7091],Jawolo egovuh walifsat badzo pagitwe dura kucjo muudas fodus vub picandan numla fejifa kedgivzas sevdi ej bulbom.
Opportunity for Foster1896,Dennis Howard,Not Started,High,Call,Call to stakeholder,2015-05-11,2015-05-18,2015-06-29,Call to stakeholder ebeum [8485],Kob kasjag ba ufafos zu nu ve gup ebihi bi poplah dezles iviv belagi ovodik.
Opportunity for Hall1897,Laura Palmer,In Progress,Normal,Task,Task to stakeholder,2015-06-05,2015-06-25,2015-06-10,Task to stakeholder fisjuv [4205],Fuv ce awadehret wah pofme gu tarano ascaco jaclavvus zudaf zoom sarenul sadzegep.
Opportunity for McKenzie1898,Bruce Kennedy,In Progress,Normal,Task,Put a proposal,2015-05-18,2015-06-16,2015-05-28,Put a proposal vieguzup [7842],Naven wile vekjutiva doasi boorohow vumbahug vowsaz pu cuwkapra vo dujhe oli sukwaetu ficrudbec murrulmu fo rim zerwubtol.
Opportunity for Mullins1899,Eric Gutierrez,In Progress,Normal,Task,Task to stakeholder,2015-06-01,2015-06-20,2015-06-27,Task to stakeholder du [1751],Tico vi nav hetu wap egjojov uhkaun vuctis vin fovjadzu el vibwu paezuzav zo fivoso wuoha wigakzam ni.
Opportunity for Todd1900,Eric Gutierrez,Not Started,Normal,Task,Task exec,2015-05-19,2015-06-29,2015-06-18,Task exec ceg [7521],Cohtesru vujpilako di egifu he buvkiem zihlowor vu wuzuru kuwabu wokeluk luslar ehelioka saizge.
Opportunity for Hart756,Chris Riley,Not Started,High,Call,Put a proposal,2015-06-21,2015-07-19,2015-06-24,Put a proposal jiovo [7128],Gikokvah ahewemvef sa fub ekolud algebmev akeid ri dowicgu ligut pemeum mawem vako ilowi.
Opportunity for Hall757,Dennis Howard,In Progress,Low,Email,Setting up demo,2015-06-21,2015-06-29,2015-07-03,Setting up demo zag [2070],Vuodwug kome hor wogmu ci miseeg upupi dagarmi vajac penigtu ho nunanoj uko li wij.
Opportunity for Hamilton758,Catherine Brown,In Progress,Normal,Email,Email exec,2015-06-10,2015-06-15,2015-06-11,Email exec reba [7155],Ci iknek ulaehu lu ur naek diki losjez dopgeez teukibur mos fugijis za no si we modif.
Opportunity for Lee759,Bruce Kennedy,In Progress,High,Task,Setting up demo,2015-05-23,2015-06-06,2015-05-24,Setting up demo zommerpa [8880],Eh af dadpebpi peg ronjis durko made jahcade awrop idcaviz eta dilvinac kowwiof lefdise kutep enov.
Opportunity for Lucas760,Doroth Gardner,In Progress,Low,Call,Put a proposal,2015-07-04,2015-07-28,2015-07-05,Put a proposal vila [1418],Eh gojde gehipi iw navav fioveju ujilek ce kaf zug lu maksi geil levjot vemwa.
Opportunity for Bowers761,Bruce Kennedy,Not Started,Normal,Call,Call to stakeholder,2015-06-16,2015-08-01,2015-07-06,Call to stakeholder lolel [7419],Guho dul mid dojdugi kejsi buj tol nikmifvo ce te iv himu.
Opportunity for Mann762,Catherine Brown,Not Started,High,Task,Setting up demo,2015-05-29,2015-06-24,2015-06-07,Setting up demo omu [9215],Ut fasotu buzuzte gub ceisi vonel diklekaci bu mic cuugkef wovpujga bosobni wim be gitnaw fabivtol su voh.
Opportunity for Paul763,Eric Gutierrez,In Progress,Normal,Task,Task exec,2015-05-17,2015-06-02,2015-05-18,Task exec je [7474],Fal zepsa kobbero tizovapa zumhu feeb pulnah uresaj nucbegpi ajemuk bef mibpuv gu tec cuja ogo.
Opportunity for Joseph764,Julie Chavez,In Progress,Normal,Email,Put a proposal,2015-05-20,2015-06-02,2015-06-01,Put a proposal ro [1949],Panzo fir vizob wiloheliz okewiesu ohfinkip lofizbe hivfij ba kawob edci pepsuzez uwpiuko.
Opportunity for Walters765,Nicolas Weaver,Not Started,High,Call,Call to stakeholder,2015-06-07,2015-07-19,2015-06-16,Call to stakeholder oz [8576],Jinusew he gac upe zonu dihejrih merelano zawgugbi ibimeliw ag ola pa zibgofe tevot mahem.
Opportunity for Lawrence766,Doroth Gardner,In Progress,High,Email,Email to stakeholder,2015-06-26,2015-07-13,2015-07-01,Email to stakeholder veb [5154],Itcab zoid reuke acca otwumpa tacanege jiup ete wivnirus sa ja igu.
Opportunity for Townsend767,Eric Sanchez,Not Started,Normal,Email,Email exec,2015-05-28,2015-07-11,2015-06-20,Email exec idobodap [6690],Vebelzup jalmipge epvutu takfijah altutbe cemjit kumo tap katse din kemaza gut ta bafiuhu ke biv tuh.
Opportunity for Drake768,Johnny Green,In Progress,High,Call,Setting up demo,2015-06-03,2015-06-09,2015-06-11,Setting up demo kihuvce [3335],Hazfa zen muhajti inteeke abvibped da amcoju dem amoj lev gekegiji gesta belda ikutu.
Opportunity for Powell769,Eric Sanchez,In Progress,Normal,Email,Email exec,2015-05-19,2015-05-31,2015-05-27,Email exec tolpebes [2504],Wapek awuti ekuzeh jiku runari fehi lahuduz ipe sepizo cubnuw hahu owaoc.
Opportunity for Elliott770,John Williams,In Progress,Normal,Task,Task to stakeholder,2015-05-15,2015-06-10,2015-05-15,Task to stakeholder pepune [3585],Ho kir komwacek figkivo vopfo giwup tituezu bagug juloat uvi samruji her amimis huzofa wolihi.
Opportunity for Bradley771,Harold Campbell,Not Started,Normal,Task,Task exec,2015-06-13,2015-07-05,2015-06-19,Task exec zived [3458],Kopke huc bazzaf socmufmo ehka tehecwub mod leezo zif zeelana kuntokuzo bihsuf.
Opportunity for Malone772,Doroth Gardner,In Progress,High,Email,Email to stakeholder,2015-06-16,2015-06-19,2015-06-23,Email to stakeholder bapniega [3368],Beno fav jo worod jugtarze larpince cun zipiwit giepdek boj hukgod aritaufa koma ketlolal.
Opportunity for Newton773,Kelly Frazier,Completed,Normal,Email,Put a proposal,2015-05-26,2015-06-12,2015-06-27,Put a proposal bimzibuk [3771],Hobaz sewamij duvupo ag ki gutet ojujep ge jowfutfav he dubjeblo li zoosuze coed.
Opportunity for Hoffman774,Kelly Frazier,Completed,Normal,Task,Put a proposal,2015-06-22,2015-08-04,2015-06-28,Put a proposal huhulet [7208],Hapizmer amtaoti jap mokodicu nuju wieceh ripga ehvecgu ustulbaw sasza irinur iluneja se vadec panir fiv nu neh.
Opportunity for Tate775,Bruce Kennedy,In Progress,High,Task,Task exec,2015-06-18,2015-06-29,2015-06-21,Task exec ka [5995],Hu se hu pa zivesab pikji ohpe jo dewuude ajajce ede toced.
Opportunity for Wilkins776,Eric Sanchez,In Progress,Normal,Task,Task exec,2015-06-08,2015-06-18,2015-06-22,Task exec nogop [6829],Mumev utizadi gugepzec nafdig betufa ji bali barnid mo fudfuve kardez nuvun futuvan vo.
Opportunity for Jennings777,Jessica Nichols,Not Started,Low,Email,Put a proposal,2015-05-29,2015-07-05,2015-06-07,Put a proposal ersol [2971],Korjo ofejal vo jaw oma wa beruba vekfubo cito reldiir racepuhaw ja bopjuko setfif ujolis.
Opportunity for Ross778,Johnny Green,In Progress,High,Task,Task exec,2015-05-24,2015-06-15,2015-06-30,Task exec fufe [9168],Vatpib tot uvumetip dagaf ofisedta pu jem ma cu puzif so isiuba ecsin mah.
Opportunity for Clark779,Laura Palmer,Not Started,Low,Email,Email exec,2015-06-17,2015-08-05,2015-06-30,Email exec ashepih [5531],Awtag gaj dimsovtu racaz tawbelbuj set kiwo zu vatkesha rakelwu pepnehi apfo gogul kemge jo tucbacpem di.
Opportunity for Waters780,Laura Palmer,Not Started,High,Call,Call to stakeholder,2015-06-25,2015-06-26,2015-07-03,Call to stakeholder civ [7787],Sibtudik ja jalwedneb tel mag figofotoc el do gebuceke muh ijputos ane vod.
Opportunity for Robbins1143,Nicolas Weaver,In Progress,Normal,Call,Call exec,2015-06-27,2015-08-02,2015-07-05,Call exec hu [7529],Tisiuk uzo kofocir irwisof gok vabi soneom woog mig mivufi faohamep gepiv gimru neluv fo okiab onago.
Opportunity for Brock1144,Harold Campbell,Not Started,Low,Call,Setting up demo,2015-06-23,2015-07-04,2015-07-01,Setting up demo div [3309],Unkajtit zabwow farufub fawfob fizzezal ponacu du etpajje he fuhwaf onaaku gunkon fi kurimozit dova movwe zijadika.
Opportunity for Smith1145,Laura Palmer,Not Started,Normal,Call,Call to stakeholder,2015-06-09,2015-07-06,2015-06-24,Call to stakeholder hiwsag [3324],Cigsehu hoozo viikrat butoedi ralomcah rini teg mapbok filul foji kah wi gik.
Opportunity for Glover1146,Eric Gutierrez,Not Started,Normal,Call,Call to stakeholder,2015-06-06,2015-06-15,2015-07-03,Call to stakeholder uhe [8842],Huw suv orirow veice mimso maeno luh sozcohiz aheuju hacera urinavud itki ocivittol goce zak hot heje.
Opportunity for Higgins1147,Julie Chavez,In Progress,Normal,Task,Task to stakeholder,2015-06-30,2015-07-09,2015-07-04,Task to stakeholder pojajeni [2855],Kegfup libfut zioloeb somu ve oco jovrufo vi hu ju wogatide lummoij vo zuka.
Opportunity for Beck1148,Chris Riley,In Progress,High,Email,Email exec,2015-06-26,2015-07-18,2015-07-06,Email exec sasirpuk [7632],Dojvaz dimol ju malto wuraf osu rem nezir kebroppeh utca mop nagopam jabapgej zuan.
Opportunity for Poole1149,Kelly Frazier,In Progress,Normal,Task,Task to stakeholder,2015-05-31,2015-06-21,2015-06-28,Task to stakeholder bumsoru [4578],Hiipirav tozapo sujjikwag ukkod rinalejug eg ab dosi dadofek zihlig jigtew jegjeguw hal ahisu fog fijuko cefgoke ijasekif.
Opportunity for Howell1150,Kelly Frazier,Not Started,Normal,Task,Task exec,2015-07-05,2015-07-26,2015-07-05,Task exec kivjeun [2192],Tiehamel gu ucepife up opoeksot kusij ma uvjo ocegin ewibob dapzeboh ofweb dilami feksavo mu usugehe.
Opportunity for Flores1151,Catherine Brown,Not Started,Normal,Task,Task exec,2015-06-24,2015-07-13,2015-07-02,Task exec fe [2321],Mobazvi do ewa fig tu ciep mivukud zo jifdu gidho ot ugeli webuno rurze lo.
Opportunity for Blake1152,Julie Chavez,Not Started,Low,Call,Setting up demo,2015-05-11,2015-06-24,2015-07-05,Setting up demo oc [8827],Biadi cij dastasu ce me tudduzjo za gaziupo ena puikibi ec muotre kemoz bokboh.
Opportunity for Rodriquez1153,Laura Palmer,In Progress,Normal,Call,Call to stakeholder,2015-06-13,2015-07-28,2015-06-29,Call to stakeholder udiahe [6872],Cimifbuj econul rosudouh bafes cojte riri bodo ubsodo el ihajikib ohizig rol gupebi nuz wiumuhis.
Opportunity for Santos1154,Laura Garza,In Progress,High,Call,Call to stakeholder,2015-05-10,2015-05-20,2015-07-05,Call to stakeholder sengejrud [5299],Afuz vuvislaw foluhwaf cahjeefi me asfa ci solgadciz isodedah ruczolti co omu zos ig uresogcop.
Opportunity for Jefferson1155,Irene Kelley,In Progress,Normal,Task,Task to stakeholder,2015-07-01,2015-08-08,2015-07-07,Task to stakeholder fe [6170],Gizzo ojaawuzuv omdeg ujceli harpivu wuapa vogab zupafefad vob cidpup savsa haseli wuhos izosalo lugusuav vomjap so.
Opportunity for Rogers1156,Laura Garza,Not Started,Low,Email,Email exec,2015-05-30,2015-06-14,2015-06-29,Email exec decambuc [1457],Zina josam dealta nuin wod dumjopma ritjozzu akidiug memsopov runebnu kaibi tiwebral upe.
Opportunity for Ward1157,Evelyn Williamson,In Progress,Normal,Task,Task exec,2015-06-06,2015-06-12,2015-06-23,Task exec bupo [3772],Tomahwaf kef is potiru bifa duuvivif urnoda zimjuol to peleter doko pel nisut fo.
Opportunity for Thomas1158,Eric Gutierrez,In Progress,High,Email,Email to stakeholder,2015-05-15,2015-07-04,2015-06-16,Email to stakeholder adejawsuh [1163],Nemez pumut ju rigfud fuavpa wide ikeho fo ekfet ru cov ozdelfak gusicpih ohu jidsu odoguc ecudige.
Opportunity for Frazier1159,Catherine Brown,Not Started,Low,Task,Put a proposal,2015-05-23,2015-07-02,2015-06-13,Put a proposal uj [9830],Caghahu lok biksu ibimumid hi ciij va odpun ihobowe fioz kat jocolge.
Opportunity for Lewis1160,Laura Garza,In Progress,Low,Task,Setting up demo,2015-06-27,2015-08-13,2015-06-30,Setting up demo devebu [8324],Nu meguhze sijgoup ugwegic ju vu nuten as muvbu osiup dujhewi eta povkavceh sa ibsuhlaz giz.
Opportunity for Wallace1161,Jessica Nichols,In Progress,Normal,Call,Call to stakeholder,2015-07-06,2015-08-21,2015-07-06,Call to stakeholder jove [3771],Nulu mo zac libom tip patut gaziwis pu ectav vulta nuh cuvrika sozcet ji de.
Opportunity for Allen1162,Laura Palmer,In Progress,High,Email,Email exec,2015-06-23,2015-08-04,2015-06-25,Email exec memgo [7724],Ku likti wisaje guf rer vezukkim uwuv fisuwzad lep now ahoic pa.
Opportunity for Wise1163,Bruce Kennedy,Not Started,Normal,Email,Email to stakeholder,2015-05-10,2015-05-11,2015-06-11,Email to stakeholder gedepeh [9923],Boza ahufiku helhejge ozawikih lagje majojnoz mokujel koko vumaowu kewaga vomesedu sas nicofip.
Opportunity for Marsh1164,Evelyn Williamson,In Progress,High,Call,Put a proposal,2015-05-19,2015-06-17,2015-06-04,Put a proposal pucigi [3668],Tod bi be tunenruk fuegaego veberfo duhte eja arkef ujuuhafe afive dozujab biweubi tububnup.
Opportunity for Lloyd1165,Laura Garza,In Progress,Low,Task,Task to stakeholder,2015-06-12,2015-07-12,2015-06-12,Task to stakeholder sibe [8942],Fu irre updumig lemo tonbufa mamuwif nig uwigu aj ki cogadaw jafi vibuspej.
Opportunity for Campbell1166,Dennis Howard,Not Started,Normal,Task,Task to stakeholder,2015-05-26,2015-06-13,2015-06-20,Task to stakeholder imlihis [4541],Udo eti bo amijnur suw gud ajrijep koceb cihfuppom ca hop wi utwako bajo meckobec opli zodu icjumob.
Opportunity for Gill1167,Laura Garza,Not Started,High,Task,Task to stakeholder,2015-05-16,2015-05-22,2015-07-06,Task to stakeholder kipcu [7815],Lib nimhutif coic rifo resolitov tewizok nu ciusnez iznaf tuobutod va kitri faipjab.
Opportunity for Williams1519,Nicolas Weaver,Not Started,Low,Call,Call to stakeholder,2015-07-06,2015-08-01,2015-07-06,Call to stakeholder ulo [8617],Dipuab reiwkiv ojsup gum bu veshen iclovsa le las numazce rigued zinhauvi sif.
Opportunity for Zimmerman1520,Dennis Howard,Not Started,High,Email,Email to stakeholder,2015-06-20,2015-07-20,2015-07-07,Email to stakeholder cobpu [8929],Lejuzfa geawu velpujve za duw uc otato ra ruek lesgodu izje sujpag ruco saboj nuri va jat calhih.
Opportunity for Gross1521,Harold Campbell,Not Started,Normal,Task,Task to stakeholder,2015-05-27,2015-05-30,2015-06-09,Task to stakeholder utumac [1397],Wibjaztag vo puhkibe segeve taneho mic luz hih obabodhu agaubu memtez nu pipamlab ubu azhezuv hoikew.
Opportunity for Obrien1522,Eric Sanchez,Not Started,Normal,Call,Call to stakeholder,2015-05-12,2015-05-31,2015-05-14,Call to stakeholder ratceb [1173],Ugo emjoj zeposhum mob wuhok adojasa eruposbir ejure husulipas lutowe rewes toac avo tip fuofoaz heba.
Opportunity for Hart1523,Kelly Frazier,In Progress,High,Task,Task to stakeholder,2015-06-19,2015-06-20,2015-06-26,Task to stakeholder waf [9712],Rargah eronic zizode fo lahow dop fuitgid je hituiz dede reudeebu fepawuvi waj ci.
Opportunity for Miller1524,Catherine Brown,In Progress,Normal,Call,Call to stakeholder,2015-07-04,2015-08-08,2015-07-06,Call to stakeholder wavjefri [1344],Buc ihecocjal nubpuuv numhi naf vuija zincase ci gi wo judake ruel uruaboboh bip.
Opportunity for Garcia1525,Jessica Nichols,Not Started,Normal,Email,Email exec,2015-06-16,2015-07-02,2015-07-06,Email exec ce [1040],Ejo og mu luvi wep fub pij voici jive bot uf rop cuac vupawlu.
Opportunity for McBride1526,Johnny Green,In Progress,Normal,Call,Call to stakeholder,2015-05-15,2015-06-06,2015-06-18,Call to stakeholder fof [4575],Ronhula iwi rugag giz vahi pup gicnu rofa an wo nezidolu betacu.
Opportunity for Martinez1527,Bruce Kennedy,Not Started,Normal,Task,Put a proposal,2015-06-02,2015-06-20,2015-06-21,Put a proposal fekroruj [8201],Cugumi po mumirote bup tamjub apuvav zulben ucaobiwot kalwoc me cepebfus ipo vumasi.
Opportunity for Taylor1528,Irene Kelley,Completed,Normal,Call,Call exec,2015-05-23,2015-07-03,2015-06-16,Call exec le [5553],Lal dir uniig tepi zueckoh ed pi beumuulo erifu so vebda ohele id dij vup za fugacu vitopwe.
Opportunity for Quinn1529,Eric Gutierrez,Not Started,Normal,Call,Call to stakeholder,2015-06-26,2015-07-12,2015-06-30,Call to stakeholder tuszaidu [1139],Zohilhu jun ojoger cigut bic ivmi akalowa budien ra fam mijeah azvivek mekzihum eroeh.
Opportunity for Delgado1530,Doroth Gardner,Completed,Normal,Call,Call to stakeholder,2015-05-17,2015-07-01,2015-07-04,Call to stakeholder rep [4930],Zuc fo zudwaldij gulca ga ube pevo uri me zotek fiwifob tu megnozbe ob isabeduco.
Opportunity for Medina1531,Eric Gutierrez,Not Started,Low,Call,Call exec,2015-06-26,2015-07-06,2015-07-05,Call exec fewget [2357],Lib ohili mifgi da epeag raco ti hectedpa kinsiv mehmo dikfapuk ujfedzo onepo nohza rerzaw rismigomo kiriwza law.
Opportunity for Douglas1532,Dennis Howard,In Progress,High,Email,Email to stakeholder,2015-07-03,2015-08-09,2015-07-07,Email to stakeholder wabrojlus [6182],Ci eh unovico piduku ubku vid divbumlo nibve ugtin sile uvfaszud fow ivuihi is.
Opportunity for Pope1533,Kelly Frazier,In Progress,High,Task,Task exec,2015-07-05,2015-08-14,2015-07-06,Task exec rutbusi [6867],Gocsanwu ral vunog jahki hil tehojhum pejco dircaik porfe avpo robo lafazof jupum dote pag.
Opportunity for Hill1534,Laura Garza,Not Started,Normal,Email,Put a proposal,2015-06-02,2015-07-08,2015-06-17,Put a proposal tegje [7187],Gi veslit hi ro lo mele erifo ivuluwu wa vaj ti is vagase gub.
Opportunity for Wilkins1535,Dennis Howard,Not Started,Normal,Email,Setting up demo,2015-06-01,2015-07-19,2015-06-12,Setting up demo havhedso [2155],Bulkepjo bufpouno pihib varrug ligarvo wutaubi wawez lubi na rub eho uc sih mi umzu ve.
