WhatId,OwnerId,CreatedDate,LastModifiedDate,ActivityDate,Subject,DurationInMinutes
Opportunity for Mullins1899,Eric Gutierrez,2015-05-11,2015-06-02,2015-06-02,Demo with execs kemvi [7574],116
Opportunity for Todd1900,Julie Chavez,2015-05-20,2015-06-28,2015-05-26,Demo with execs nuc [9113],58
Opportunity for Hart756,John Williams,2015-06-19,2015-07-01,2015-07-21,Demo with execs uhgacopi [3562],89
Opportunity for Hall757,Johnny Green,2015-05-13,2015-06-10,2015-06-14,Demo with execs doriz [7349],109
Opportunity for Hamilton758,Johnny Green,2015-06-14,2015-06-15,2015-06-27,Meeting with stakeholders ujgut [2610],111
Opportunity for Lee759,Bruce Kennedy,2015-07-05,2015-07-06,2015-07-12,Demo with execs petac [7468],97
Opportunity for Lucas760,Johnny Green,2015-06-19,2015-06-21,2015-07-17,Meeting with stakeholders bev [1543],55
Opportunity for Bowers761,Nicolas Weaver,2015-06-24,2015-06-30,2015-07-24,Meeting with stakeholders ciuj [1952],18
Opportunity for Mann762,Dennis Howard,2015-06-22,2015-06-22,2015-06-25,Demo with execs pozcudev [4616],109
Opportunity for Paul763,Jessica Nichols,2015-05-15,2015-06-04,2015-06-20,Demo with execs ji [2386],61
Opportunity for Joseph764,Laura Garza,2015-07-04,2015-07-07,2015-08-01,Demo with execs ula [3029],73
Opportunity for Walters765,Bruce Kennedy,2015-05-27,2015-06-24,2015-06-30,Meeting with stakeholders laple [1751],49
Opportunity for Lawrence766,Laura Garza,2015-06-21,2015-06-23,2015-07-08,Meeting with stakeholders lo [4627],120
Opportunity for Townsend767,Laura Palmer,2015-05-15,2015-06-26,2015-06-13,Demo with execs ikreboc [3425],43
Opportunity for Drake768,Evelyn Williamson,2015-05-25,2015-07-03,2015-07-02,Meeting with stakeholders mizud [9169],101
Opportunity for Powell769,Chris Riley,2015-07-03,2015-07-03,2015-08-22,Meeting with stakeholders surufo [7870],17
Opportunity for Elliott770,Irene Kelley,2015-07-02,2015-07-05,2015-08-08,Meeting with stakeholders fafi [7896],112
Opportunity for Bradley771,Dennis Howard,2015-06-06,2015-06-27,2015-07-16,Meeting with stakeholders dupfujod [7260],37
Opportunity for Malone772,Eric Gutierrez,2015-06-09,2015-06-19,2015-07-09,Demo with execs wun [7919],69
Opportunity for Newton773,Harold Campbell,2015-05-16,2015-05-30,2015-06-14,Meeting with stakeholders git [4448],49
Opportunity for Hoffman774,Kelly Frazier,2015-07-02,2015-07-07,2015-08-01,Meeting with stakeholders hojkubuj [1350],68
Opportunity for Tate775,Irene McCoy,2015-06-23,2015-06-24,2015-07-21,Demo with execs weh [8326],61
Opportunity for Wilkins776,Chris Riley,2015-05-08,2015-07-06,2015-06-25,Demo with execs vuw [5729],35
Opportunity for Jennings777,Bruce Kennedy,2015-05-21,2015-06-09,2015-06-14,Meeting with stakeholders rutboho [5479],23
Opportunity for Ross778,Bruce Kennedy,2015-06-07,2015-06-09,2015-07-26,Demo with execs vu [4870],18
Opportunity for Clark779,Evelyn Williamson,2015-05-20,2015-07-06,2015-06-16,Meeting with stakeholders duw [9541],21
Opportunity for Waters780,Doroth Gardner,2015-07-01,2015-07-06,2015-07-08,Demo with execs voitpac [4219],51
Opportunity for Robbins1143,Kelly Frazier,2015-06-17,2015-06-21,2015-07-20,Meeting with stakeholders lak [5847],69
Opportunity for Brock1144,Chris Riley,2015-05-11,2015-07-02,2015-06-17,Demo with execs sek [1755],63
Opportunity for Smith1145,Irene McCoy,2015-06-06,2015-07-05,2015-07-07,Meeting with stakeholders tun [9330],104
Opportunity for Glover1146,John Williams,2015-06-04,2015-06-18,2015-06-10,Demo with execs kik [1878],79
Opportunity for Higgins1147,John Williams,2015-06-14,2015-07-02,2015-07-22,Demo with execs odoef [8215],61
Opportunity for Beck1148,Nicolas Weaver,2015-05-24,2015-05-24,2015-07-03,Meeting with stakeholders cuf [2347],58
Opportunity for Poole1149,Nicolas Weaver,2015-07-02,2015-07-05,2015-07-19,Meeting with stakeholders ov [3876],119
Opportunity for Howell1150,Kelly Frazier,2015-05-15,2015-06-30,2015-05-22,Meeting with stakeholders cefapmij [4001],56
Opportunity for Flores1151,Harold Campbell,2015-05-15,2015-06-11,2015-06-02,Meeting with stakeholders setteb [9185],78
Opportunity for Blake1152,Johnny Green,2015-06-07,2015-07-04,2015-07-24,Meeting with stakeholders hufzu [1246],39
Opportunity for Rodriquez1153,Harold Campbell,2015-06-23,2015-07-01,2015-08-12,Meeting with stakeholders buromki [7368],71
Opportunity for Santos1154,Chris Riley,2015-06-22,2015-07-04,2015-08-06,Meeting with stakeholders sos [4987],91
Opportunity for Jefferson1155,Julie Chavez,2015-07-05,2015-07-06,2015-07-23,Meeting with stakeholders gueno [9075],81
Opportunity for Rogers1156,Dennis Howard,2015-05-08,2015-05-12,2015-05-22,Demo with execs fetne [1783],44
Opportunity for Ward1157,Evelyn Williamson,2015-06-09,2015-06-14,2015-07-14,Demo with execs mac [1876],23
Opportunity for Thomas1158,Eric Gutierrez,2015-05-09,2015-06-30,2015-06-17,Meeting with stakeholders lad [2601],115
Opportunity for Frazier1159,Irene Kelley,2015-06-08,2015-06-13,2015-07-22,Demo with execs limhem [6095],98
Opportunity for Lewis1160,Johnny Green,2015-06-06,2015-06-19,2015-06-10,Meeting with stakeholders nam [6519],79
Opportunity for Wallace1161,Laura Garza,2015-06-17,2015-06-28,2015-07-17,Demo with execs keruduv [8434],118
Opportunity for Allen1162,Julie Chavez,2015-05-11,2015-07-07,2015-06-21,Meeting with stakeholders koel [1552],21
Opportunity for Wise1163,Bruce Kennedy,2015-05-28,2015-06-28,2015-06-22,Meeting with stakeholders ju [4319],97
Opportunity for Marsh1164,Laura Palmer,2015-05-22,2015-05-26,2015-05-23,Demo with execs azleb [9619],29
Opportunity for Lloyd1165,Catherine Brown,2015-06-09,2015-07-03,2015-06-18,Meeting with stakeholders ewu [9734],99
Opportunity for Campbell1166,Eric Sanchez,2015-06-29,2015-07-01,2015-07-24,Demo with execs dejafna [5110],49
Opportunity for Gill1167,Dennis Howard,2015-06-02,2015-06-18,2015-07-13,Demo with execs rofebrek [7566],100
Opportunity for Williams1519,Chris Riley,2015-05-28,2015-06-25,2015-07-16,Meeting with stakeholders jiw [6298],32
Opportunity for Zimmerman1520,Doroth Gardner,2015-05-25,2015-06-08,2015-05-28,Meeting with stakeholders ocu [8439],53
Opportunity for Gross1521,Johnny Green,2015-06-19,2015-06-29,2015-07-21,Demo with execs avodomlu [2064],48
Opportunity for Obrien1522,Nicolas Weaver,2015-05-22,2015-06-26,2015-07-09,Demo with execs mivalot [2643],37
Opportunity for Hart1523,Eric Gutierrez,2015-05-14,2015-05-23,2015-05-18,Demo with execs la [1779],52
Opportunity for Miller1524,Johnny Green,2015-05-10,2015-07-07,2015-06-29,Meeting with stakeholders ub [9625],29
Opportunity for Garcia1525,Kelly Frazier,2015-05-31,2015-06-03,2015-07-13,Demo with execs kutzangun [7986],103
Opportunity for McBride1526,Nicolas Weaver,2015-06-21,2015-07-06,2015-07-09,Meeting with stakeholders jo [9867],61
Opportunity for Martinez1527,Julie Chavez,2015-07-03,2015-07-04,2015-08-20,Meeting with stakeholders ezugelar [4604],68
Opportunity for Taylor1528,Irene McCoy,2015-06-16,2015-06-21,2015-07-17,Meeting with stakeholders vencidmew [5368],66
Opportunity for Quinn1529,Laura Palmer,2015-06-27,2015-06-29,2015-07-20,Meeting with stakeholders harkor [7674],118
Opportunity for Delgado1530,Bruce Kennedy,2015-05-15,2015-05-20,2015-07-03,Demo with execs oveukitum [4239],96
Opportunity for Medina1531,Julie Chavez,2015-06-02,2015-06-18,2015-07-16,Demo with execs lopeji [5865],67
Opportunity for Douglas1532,Catherine Brown,2015-05-17,2015-07-03,2015-06-04,Demo with execs datfeg [7001],45
Opportunity for Pope1533,Evelyn Williamson,2015-06-05,2015-06-26,2015-06-18,Demo with execs kilakuezi [8733],67
Opportunity for Hill1534,Chris Riley,2015-05-10,2015-05-25,2015-06-22,Demo with execs lepgej [7774],33
Opportunity for Wilkins1535,Irene McCoy,2015-05-29,2015-06-07,2015-06-19,Meeting with stakeholders ubutir [2259],78
Opportunity for Peterson1536,Evelyn Williamson,2015-05-12,2015-05-19,2015-07-01,Demo with execs kib [2201],107
Opportunity for Murray1537,Eric Gutierrez,2015-05-25,2015-06-07,2015-07-14,Demo with execs kiha [5171],38
Opportunity for Simon1538,Bruce Kennedy,2015-05-21,2015-07-07,2015-06-22,Meeting with stakeholders gissot [9996],61
Opportunity for Flowers1539,Irene Kelley,2015-05-16,2015-06-14,2015-07-04,Meeting with stakeholders cuoj [1203],82
Opportunity for Copeland1540,John Williams,2015-05-27,2015-06-04,2015-06-01,Demo with execs mome [3321],101
Opportunity for Rodriguez1541,Chris Riley,2015-06-30,2015-07-02,2015-07-23,Meeting with stakeholders gamumo [4824],59
Opportunity for Glover1542,John Williams,2015-05-12,2015-06-04,2015-06-11,Meeting with stakeholders ojasove [8987],57
Opportunity for Edwards1901,John Williams,2015-07-06,2015-07-06,2015-08-22,Demo with execs uwije [9983],81
Opportunity for Hanson1902,Eric Gutierrez,2015-06-05,2015-06-21,2015-06-24,Demo with execs uk [5133],36
Opportunity for Floyd1903,Eric Sanchez,2015-05-26,2015-06-04,2015-06-27,Demo with execs manup [3729],75
Opportunity for Carr1904,Doroth Gardner,2015-05-08,2015-06-13,2015-05-20,Demo with execs sa [2875],54
Opportunity for McKenzie1905,Irene Kelley,2015-06-21,2015-06-25,2015-06-26,Demo with execs moc [1411],54
Opportunity for Moss1906,Kelly Frazier,2015-06-11,2015-06-25,2015-06-24,Demo with execs cogas [8283],95
Opportunity for Stevenson1907,Irene McCoy,2015-05-27,2015-06-25,2015-05-28,Demo with execs sikware [9516],109
Opportunity for Aguilar1908,Kelly Frazier,2015-05-10,2015-06-21,2015-05-24,Demo with execs sacjewak [8249],65
Opportunity for Horton1909,Catherine Brown,2015-06-02,2015-06-25,2015-07-22,Meeting with stakeholders evukeg [7168],54
Opportunity for Newton1910,Evelyn Williamson,2015-07-07,2015-07-07,2015-07-23,Demo with execs fejlub [7483],101
Opportunity for Anderson1911,John Williams,2015-05-13,2015-05-18,2015-06-28,Demo with execs pivhosid [1084],24
Opportunity for Roberson1912,Dennis Howard,2015-06-23,2015-07-02,2015-07-10,Meeting with stakeholders ka [4822],99
Opportunity for Chandler1913,Laura Palmer,2015-06-04,2015-06-30,2015-07-20,Demo with execs pu [7030],118
Opportunity for Holt1914,Kelly Frazier,2015-05-16,2015-05-16,2015-06-16,Meeting with stakeholders om [6192],80
Opportunity for McBride1915,Jessica Nichols,2015-05-15,2015-06-01,2015-05-22,Meeting with stakeholders zahpuhi [6703],37
Opportunity for Murray1916,Kelly Frazier,2015-05-21,2015-07-05,2015-07-06,Meeting with stakeholders muk [9138],68
Opportunity for Jenkins1917,Doroth Gardner,2015-06-01,2015-07-01,2015-07-08,Meeting with stakeholders caldojem [8619],28
Opportunity for Walsh1918,Julie Chavez,2015-06-15,2015-06-16,2015-07-25,Meeting with stakeholders ro [5480],29
Opportunity for Gordon1919,Catherine Brown,2015-06-21,2015-07-01,2015-07-10,Demo with execs kezvop [5889],25
Opportunity for White1920,Julie Chavez,2015-06-21,2015-07-01,2015-07-08,Demo with execs ba [1468],86
Opportunity for Christensen1921,Bruce Kennedy,2015-05-21,2015-06-14,2015-05-28,Meeting with stakeholders caemowoh [1554],52
Opportunity for Cole1922,Doroth Gardner,2015-05-18,2015-05-18,2015-06-21,Meeting with stakeholders ti [2846],49
Opportunity for Moreno1923,Evelyn Williamson,2015-06-22,2015-06-29,2015-07-05,Meeting with stakeholders la [6738],17
Opportunity for Ball1924,Catherine Brown,2015-05-25,2015-05-29,2015-05-28,Meeting with stakeholders oluvoeb [8631],49
Opportunity for Powers1925,Nicolas Weaver,2015-05-08,2015-07-06,2015-05-29,Meeting with stakeholders ele [6329],44
Opportunity for Paul419,Harold Campbell,2015-07-04,2015-07-07,2015-08-23,Demo with execs pioj [4821],24
Opportunity for Cannon420,Eric Gutierrez,2015-07-05,2015-07-05,2015-07-20,Meeting with stakeholders upbim [9017],77
Opportunity for Steele421,Jessica Nichols,2015-05-14,2015-05-25,2015-06-13,Meeting with stakeholders nakur [8507],70
Opportunity for Ferguson422,Bruce Kennedy,2015-05-23,2015-07-05,2015-07-02,Demo with execs nuges [4026],86
Opportunity for Taylor423,Laura Garza,2015-05-24,2015-06-20,2015-07-11,Meeting with stakeholders temu [1644],105
Opportunity for Lloyd424,Jessica Nichols,2015-06-12,2015-06-12,2015-07-14,Meeting with stakeholders zohjufdec [6509],113
Opportunity for Leonard425,Catherine Brown,2015-06-11,2015-06-18,2015-06-24,Demo with execs jujme [6106],55
Opportunity for Reyes426,Irene McCoy,2015-06-26,2015-06-27,2015-08-02,Demo with execs nizib [9087],94
Opportunity for Cobb427,Johnny Green,2015-06-07,2015-07-03,2015-06-12,Meeting with stakeholders tefrocim [3740],78
Opportunity for Reynolds428,Johnny Green,2015-06-17,2015-06-27,2015-07-09,Demo with execs tufzu [2699],54
Opportunity for Rivera429,Irene McCoy,2015-06-30,2015-07-04,2015-07-30,Demo with execs pepvov [4560],84
Opportunity for Herrera430,Johnny Green,2015-06-21,2015-06-22,2015-08-07,Meeting with stakeholders kerovoja [2057],63
Opportunity for Mendoza431,Laura Garza,2015-05-28,2015-06-14,2015-07-07,Meeting with stakeholders ejub [5004],68
Opportunity for Dennis432,Nicolas Weaver,2015-05-12,2015-05-29,2015-06-10,Meeting with stakeholders dinuf [1316],100
Opportunity for Guerrero433,Harold Campbell,2015-05-22,2015-06-30,2015-05-23,Meeting with stakeholders si [7090],97
Opportunity for Dawson434,Johnny Green,2015-06-20,2015-06-28,2015-07-06,Meeting with stakeholders kekapge [5531],64
Opportunity for Ramos435,John Williams,2015-06-08,2015-06-11,2015-06-15,Demo with execs jidfor [5146],65
Opportunity for Welch436,Chris Riley,2015-05-12,2015-06-20,2015-06-20,Meeting with stakeholders as [5847],93
Opportunity for McDonald437,Nicolas Weaver,2015-05-20,2015-06-30,2015-07-06,Meeting with stakeholders awa [8900],30
Opportunity for Fletcher438,Dennis Howard,2015-07-05,2015-07-05,2015-08-08,Demo with execs no [9537],28
Opportunity for Matthews439,Bruce Kennedy,2015-07-02,2015-07-02,2015-08-19,Meeting with stakeholders jif [7084],115
Opportunity for Ingram440,Julie Chavez,2015-07-05,2015-07-05,2015-08-22,Demo with execs markuk [2454],115
Opportunity for Carpenter441,Bruce Kennedy,2015-05-16,2015-05-21,2015-07-01,Meeting with stakeholders ec [3366],74
Opportunity for Estrada781,John Williams,2015-07-07,2015-07-07,2015-07-23,Demo with execs ga [1575],28
Opportunity for Schneider782,Eric Sanchez,2015-06-28,2015-07-05,2015-08-01,Meeting with stakeholders lahod [4556],84
Opportunity for Mathis783,Harold Campbell,2015-05-17,2015-06-18,2015-07-06,Meeting with stakeholders dofivu [1187],115
Opportunity for Moody784,Jessica Nichols,2015-05-21,2015-05-24,2015-06-28,Meeting with stakeholders hejutbuc [9387],27
Opportunity for Watkins785,Irene McCoy,2015-05-12,2015-06-05,2015-06-17,Demo with execs vuskut [1406],100
Opportunity for Bennett786,Catherine Brown,2015-05-12,2015-05-31,2015-06-30,Meeting with stakeholders wug [4024],41
Opportunity for Hogan787,Harold Campbell,2015-06-01,2015-06-24,2015-07-18,Demo with execs poviic [1521],72
Opportunity for Clark788,Eric Sanchez,2015-06-09,2015-07-05,2015-06-22,Meeting with stakeholders mevbe [6343],72
Opportunity for Palmer789,Eric Sanchez,2015-05-12,2015-06-07,2015-05-30,Demo with execs pil [5357],97
Opportunity for Cross790,John Williams,2015-05-20,2015-06-01,2015-06-07,Meeting with stakeholders ma [5555],25
Opportunity for Harrison791,Jessica Nichols,2015-06-06,2015-06-13,2015-07-11,Demo with execs le [6244],111
Opportunity for Lowe792,Kelly Frazier,2015-05-17,2015-05-24,2015-05-30,Demo with execs jujjibda [1993],35
Opportunity for Houston793,Irene Kelley,2015-06-14,2015-06-19,2015-07-20,Demo with execs je [2496],68
Opportunity for Guzman794,Laura Garza,2015-05-14,2015-05-30,2015-06-22,Meeting with stakeholders lupev [2870],36
Opportunity for Potter795,John Williams,2015-05-14,2015-06-07,2015-06-12,Meeting with stakeholders woj [2728],113
Opportunity for Frazier796,Jessica Nichols,2015-06-05,2015-06-08,2015-07-08,Demo with execs dagje [7941],25
Opportunity for Phillips797,Catherine Brown,2015-06-10,2015-06-25,2015-07-11,Demo with execs va [4729],97
Opportunity for Blair798,Laura Palmer,2015-05-23,2015-06-25,2015-06-26,Meeting with stakeholders judhumwo [8961],103
Opportunity for Beck799,Dennis Howard,2015-06-02,2015-06-05,2015-06-15,Demo with execs diejo [7827],97
Opportunity for Sullivan800,Eric Sanchez,2015-05-20,2015-07-01,2015-05-29,Meeting with stakeholders weazpi [2161],50
Opportunity for Phillips801,Doroth Gardner,2015-05-19,2015-06-19,2015-06-12,Meeting with stakeholders jirosgo [2716],97
Opportunity for George802,Catherine Brown,2015-06-16,2015-06-29,2015-08-03,Demo with execs uvegec [1214],39
Opportunity for Torres803,Julie Chavez,2015-06-10,2015-06-16,2015-06-23,Meeting with stakeholders enobore [4307],98
Opportunity for Gill1168,John Williams,2015-06-24,2015-06-30,2015-07-06,Demo with execs da [6546],19
Opportunity for Page1169,Irene McCoy,2015-07-07,2015-07-07,2015-07-11,Meeting with stakeholders tunume [4362],87
Opportunity for Osborne1170,Laura Palmer,2015-07-02,2015-07-04,2015-07-13,Demo with execs fud [6175],77
Opportunity for Rhodes1171,Nicolas Weaver,2015-06-07,2015-06-09,2015-06-18,Meeting with stakeholders gu [2014],82
Opportunity for Knight1172,Bruce Kennedy,2015-05-18,2015-06-05,2015-05-19,Meeting with stakeholders wul [4893],51
Opportunity for Rodgers1173,Johnny Green,2015-06-23,2015-07-02,2015-07-03,Meeting with stakeholders fojogja [5280],73
Opportunity for Guzman1174,Chris Riley,2015-06-19,2015-06-29,2015-08-02,Demo with execs vi [3187],18
Opportunity for Welch1175,Dennis Howard,2015-06-14,2015-07-04,2015-06-16,Meeting with stakeholders lucvu [2876],23
Opportunity for May1176,Julie Chavez,2015-05-16,2015-05-18,2015-05-17,Meeting with stakeholders ca [4522],35
Opportunity for Carson1177,Chris Riley,2015-06-14,2015-07-06,2015-07-27,Demo with execs ma [6118],57
Opportunity for Nash1178,Eric Gutierrez,2015-06-03,2015-06-19,2015-06-14,Demo with execs ebuwowa [6993],70
Opportunity for Boyd1179,Irene Kelley,2015-07-02,2015-07-03,2015-08-13,Meeting with stakeholders mag [3013],45
Opportunity for Phelps1180,Julie Chavez,2015-05-22,2015-06-28,2015-06-24,Demo with execs jobewvi [8440],85
Opportunity for Love1181,Doroth Gardner,2015-05-12,2015-06-28,2015-06-03,Meeting with stakeholders vatse [6426],107
Opportunity for Lewis1182,Nicolas Weaver,2015-06-26,2015-07-05,2015-08-15,Meeting with stakeholders te [7171],74
Opportunity for Padilla1183,Laura Garza,2015-06-22,2015-07-05,2015-08-07,Demo with execs gezker [4939],103
Opportunity for Abbott1184,Irene McCoy,2015-05-30,2015-06-06,2015-07-13,Demo with execs me [1519],93
Opportunity for Porter1185,Catherine Brown,2015-05-21,2015-06-08,2015-07-02,Meeting with stakeholders civ [1382],112
Opportunity for Rodriquez1186,Bruce Kennedy,2015-05-23,2015-06-04,2015-06-19,Demo with execs so [9713],91
Opportunity for Rice1187,Irene McCoy,2015-06-11,2015-06-11,2015-06-22,Meeting with stakeholders wiwow [3240],119
Opportunity for Waters1188,Laura Palmer,2015-06-21,2015-06-29,2015-07-22,Demo with execs fevna [8736],29
Opportunity for Bridges1189,Bruce Kennedy,2015-06-02,2015-07-03,2015-07-17,Meeting with stakeholders fas [2957],92
Opportunity for Garner1190,Doroth Gardner,2015-05-15,2015-07-03,2015-06-13,Demo with execs vun [8376],27
Opportunity for Vasquez1191,Kelly Frazier,2015-06-14,2015-07-01,2015-07-02,Meeting with stakeholders muulapi [3740],95
