Account.Name,Amount,CloseDate,LeadSource,Name,Owner.Name,StageName,Type,CreatedDate,ForecastCategory,Opportunity_Source__c
Becker488 Inc,761000,2015-01-11,Web,Opportunity for Morton1098,Johnny Green,Closed Won,New Business / Add-on,2014-10-25,Closed,Marketing
Klein591 Inc,254500,2015-04-04,Employee Referral,Opportunity for Mills1099,Eric Gutierrez,Closed Lost,New Business / Add-on,2015-02-13,Omitted,BDR
Banks379 Inc,1229730,2014-06-04,Web,Opportunity for Keller1100,Evelyn Williamson,Closed Won,Existing Business,2014-02-14,Closed,AE
Fowler307 Inc,173566,2015-06-14,Advertisement,Opportunity for Todd1101,Eric Sanchez,Closed Won,New Business,2015-03-04,Closed,AE
Morton698 Inc,368990,2013-08-02,Advertisement,Opportunity for Cross1102,Catherine Brown,Closed Won,New Business,2013-04-16,Closed,BDR
Armstrong378 Inc,1058980,2015-05-13,Employee Referral,Opportunity for Montgomery1103,Julie Chavez,Closed Won,New Business,2015-04-05,Closed,BDR
Sharp764 Inc,228220,2015-04-15,Word of mouth,Opportunity for Luna1104,Eric Sanchez,Closed Won,New Business / Add-on,2014-10-05,Closed,Marketing
Lopez275 Inc,792270,2015-06-25,Employee Referral,Opportunity for Myers1105,Chris Riley,Closed Won,New Business / Add-on,2014-11-30,Closed,AE
Hansen264 Inc,78400,2014-10-05,Word of mouth,Opportunity for Jacobs1106,Kelly Frazier,Closed Lost,New Business,2014-04-10,Omitted,Marketing
Pittman399 Inc,206000,2015-01-20,Trade Show,Opportunity for Parsons1107,Julie Chavez,Closed Won,New Business / Add-on,2014-12-30,Closed,AE
Guzman518 Inc,477600,2014-06-19,Trade Show,Opportunity for Dixon1108,Doroth Gardner,Closed Won,Existing Business,2014-06-03,Closed,AE
Mitchell743 Inc,3887750,2013-07-13,Trade Show,Opportunity for Mathis1109,John Williams,Closed Won,New Business,2013-04-15,Closed,Marketing
Brown495 Inc,645700,2015-09-28,Trade Show,Opportunity for Gardner1110,Irene Kelley,Needs Analysis,New Business,2015-04-14,Pipeline,AE
Gonzales409 Inc,2220400,2014-01-04,Employee Referral,Opportunity for Keller1111,Kelly Frazier,Closed Won,New Business,2013-06-07,Closed,Marketing
Rowe333 Inc,905000,2015-08-07,Employee Referral,Opportunity for Harrington1112,Eric Gutierrez,Qualification,New Business,2015-05-15,Pipeline,BDR
Webster87 Inc,1041460,2012-07-21,Public Relations,Opportunity for Vaughn1113,Harold Campbell,Closed Lost,Existing Business,2012-05-04,Omitted,Alliances
Medina510 Inc,1598060,2014-07-22,Employee Referral,Opportunity for Rodriquez1114,Julie Chavez,Closed Won,New Business,2014-03-31,Closed,AE
Cohen950 Inc,114000,2015-08-10,Employee Referral,Opportunity for Tyler1115,Nicolas Weaver,Value Proposition,New Business / Add-on,2015-05-10,Pipeline,Marketing
Houston383 Inc,459368,2014-02-22,Public Relations,Opportunity for Byrd1116,Eric Gutierrez,Closed Lost,New Business,2013-07-06,Omitted,BDR
Butler152 Inc,3609320,2015-05-25,Employee Referral,Opportunity for West1117,Kelly Frazier,Closed Won,New Business,2015-02-06,Closed,Marketing
King818 Inc,491550,2015-06-24,Seminar - Internal,Opportunity for Rodriquez1469,Irene Kelley,Closed Won,New Business / Add-on,2015-03-06,Closed,BDR
Olson691 Inc,1106400,2014-04-01,Employee Referral,Opportunity for Townsend1470,Johnny Green,Closed Won,Existing Business,2014-02-13,Closed,AE
Bailey893 Inc,24536,2014-12-18,Seminar - Internal,Opportunity for Martin1471,Evelyn Williamson,Closed Won,New Business,2014-06-11,Closed,BDR
Mann440 Inc,283466,2015-04-04,Word of mouth,Opportunity for Simpson1472,Dennis Howard,Closed Won,New Business,2014-08-11,Closed,BDR
Garza707 Inc,124830,2013-03-20,Web,Opportunity for Sullivan1473,Catherine Brown,Closed Lost,Existing Business,2013-01-31,Omitted,AE
Tucker401 Inc,405400,2014-01-23,Trade Show,Opportunity for Wood1474,Kelly Frazier,Closed Won,New Business,2013-09-13,Closed,AE
Beck370 Inc,345554,2015-05-29,Trade Show,Opportunity for Santos1475,Harold Campbell,Closed Won,New Business / Add-on,2015-01-01,Closed,BDR
Cannon212 Inc,886440,2014-03-05,Web,Opportunity for Gill1476,Irene Kelley,Closed Won,New Business,2014-02-05,Closed,AE
Harmon221 Inc,325680,2014-08-16,Web,Opportunity for Simon1477,Catherine Brown,Closed Lost,New Business,2014-05-27,Omitted,BDR
Peterson32 Inc,58600,2012-07-09,Web,Opportunity for Holland1478,Julie Chavez,Closed Won,New Business,2011-11-27,Closed,BDR
Hogan989 Inc,1391090,2013-03-22,Word of mouth,Opportunity for Norton1479,Catherine Brown,Closed Won,New Business,2012-12-30,Closed,Alliances
Rodriquez412 Inc,4328400,2014-12-07,Word of mouth,Opportunity for Holt1480,Evelyn Williamson,Closed Won,New Business / Add-on,2014-06-12,Closed,Marketing
Myers581 Inc,1738370,2015-01-04,Word of mouth,Opportunity for Harmon1481,Nicolas Weaver,Closed Won,New Business,2014-12-13,Closed,BDR
Warner109 Inc,26440,2013-05-10,Trade Show,Opportunity for Warner1482,Dennis Howard,Closed Lost,New Business / Add-on,2013-01-15,Omitted,BDR
Fletcher234 Inc,1755000,2015-01-28,Employee Referral,Opportunity for Reed1483,Eric Sanchez,Closed Won,New Business,2014-11-16,Closed,BDR
Brady564 Inc,3109600,2014-11-14,Word of mouth,Opportunity for Wheeler1484,Irene McCoy,Closed Lost,New Business,2014-05-04,Omitted,BDR
Webster197 Inc,138470,2013-10-03,Trade Show,Opportunity for Duncan1485,Irene Kelley,Closed Lost,New Business / Add-on,2013-06-19,Omitted,Marketing
Nichols134 Inc,431073,2015-09-14,Employee Referral,Opportunity for Klein1486,Kelly Frazier,Prospecting,New Business,2015-06-12,Pipeline,AE
Black598 Inc,10800,2013-10-28,Web,Opportunity for Hicks1487,Nicolas Weaver,Closed Won,New Business,2013-06-12,Closed,BDR
Shelton825 Inc,149400,2012-09-15,Web,Opportunity for Grant1488,Dennis Howard,Closed Lost,New Business / Add-on,2012-01-24,Omitted,Marketing
Curtis678 Inc,3084115,2013-03-25,Trade Show,Opportunity for Quinn1489,Julie Chavez,Closed Won,New Business / Add-on,2013-01-20,Closed,Alliances
Graves147 Inc,1020140,2013-06-08,Employee Referral,Opportunity for Todd1490,Julie Chavez,Closed Won,New Business / Add-on,2013-04-20,Closed,AE
Hopkins600 Inc,4554760,2014-04-07,Employee Referral,Opportunity for Green1491,John Williams,Closed Won,Existing Business,2014-03-19,Closed,AE
Fleming710 Inc,3163400,2014-11-06,Word of mouth,Opportunity for Stone1492,Eric Gutierrez,Closed Lost,New Business,2014-07-14,Omitted,BDR
McDonald865 Inc,584800,2013-01-29,Word of mouth,Opportunity for Bates1493,John Williams,Closed Won,New Business / Add-on,2012-12-03,Closed,AE
Hines651 Inc,1635400,2014-12-30,Web,Opportunity for Barnes1852,Julie Chavez,Closed Lost,New Business,2014-07-15,Omitted,AE
Greer766 Inc,2026200,2013-11-11,Public Relations,Opportunity for Ramirez1853,Kelly Frazier,Closed Won,Existing Business,2013-06-28,Closed,BDR
McKenzie531 Inc,3333600,2014-02-05,Advertisement,Opportunity for Jensen1854,Eric Sanchez,Closed Won,New Business,2013-11-23,Closed,Marketing
Wells423 Inc,1838775,2012-05-22,Seminar - Internal,Opportunity for Cortez1855,Catherine Brown,Closed Won,New Business / Add-on,2011-10-30,Closed,Alliances
Howell204 Inc,178380,2012-10-24,Word of mouth,Opportunity for Ferguson1856,Doroth Gardner,Closed Won,New Business,2012-09-29,Closed,AE
Cummings220 Inc,163800,2014-12-18,Employee Referral,Opportunity for Johnston1857,Irene Kelley,Closed Won,New Business / Add-on,2014-05-11,Closed,AE
Duncan773 Inc,647940,2014-11-05,Employee Referral,Opportunity for Morgan1858,Johnny Green,Closed Won,New Business,2014-04-21,Closed,BDR
Morales41 Inc,1261290,2015-11-13,Word of mouth,Opportunity for Smith1859,Harold Campbell,Negotiation/Review,New Business,2015-04-07,Forecast,BDR
Morris541 Inc,193757,2014-12-17,Word of mouth,Opportunity for Thornton1860,Irene Kelley,Closed Won,Existing Business,2014-05-22,Closed,BDR
Steele90 Inc,1104400,2013-10-16,Web,Opportunity for Newman1861,Catherine Brown,Closed Won,New Business / Add-on,2013-03-15,Closed,Marketing
Hines107 Inc,1878510,2014-02-21,Advertisement,Opportunity for Flowers1862,John Williams,Closed Won,New Business,2013-12-14,Closed,Marketing
Vaughn229 Inc,1885475,2015-01-17,Trade Show,Opportunity for Ramsey1863,Doroth Gardner,Closed Won,New Business,2014-06-05,Closed,BDR
Medina110 Inc,2628850,2015-09-08,Public Relations,Opportunity for Mathis1864,Irene Kelley,Needs Analysis,New Business,2015-05-21,Pipeline,AE
Ryan639 Inc,1043000,2014-04-23,Word of mouth,Opportunity for Hines1865,Kelly Frazier,Closed Won,New Business,2013-10-10,Closed,AE
Shaw160 Inc,466000,2015-01-28,Partner,Opportunity for Price1866,Chris Riley,Closed Won,New Business,2014-12-13,Closed,AE
Dixon655 Inc,548880,2013-05-13,Employee Referral,Opportunity for Potter1867,Dennis Howard,Closed Won,Existing Business,2012-10-31,Closed,BDR
Thomas208 Inc,4718500,2014-08-28,Word of mouth,Opportunity for Simpson1868,Irene McCoy,Closed Won,Existing Business,2014-03-08,Closed,Marketing
Webb381 Inc,419695,2012-12-01,Word of mouth,Opportunity for Yates1869,Doroth Gardner,Closed Won,New Business,2012-11-07,Closed,Marketing
Ross559 Inc,165920,2014-05-24,Word of mouth,Opportunity for Moore1870,Chris Riley,Closed Won,New Business / Add-on,2014-04-24,Closed,Marketing
Carr43 Inc,1628800,2014-04-30,Employee Referral,Opportunity for Foster1871,Eric Gutierrez,Closed Won,New Business,2014-03-20,Closed,AE
Cole726 Inc,982950,2012-04-24,Employee Referral,Opportunity for Newton1872,Laura Palmer,Closed Won,Existing Business,2012-01-15,Closed,AE
Mendez595 Inc,3694000,2014-08-27,Web,Opportunity for McDaniel1873,Kelly Frazier,Closed Won,New Business,2014-08-12,Closed,AE
Lynch943 Inc,2058100,2015-08-28,Trade Show,Opportunity for Gibbs1874,Catherine Brown,Proposal/Price Quote,New Business / Add-on,2015-01-10,BestCase,Marketing
Hernandez579 Inc,145440,2013-11-25,Web,Opportunity for Hernandez1875,Dennis Howard,Closed Won,Existing Business,2013-04-29,Closed,Marketing
Moran300 Inc,2859100,2016-01-12,Word of mouth,Opportunity for Medina1876,Irene Kelley,Needs Analysis,Existing Business,2015-05-22,Pipeline,Alliances
Graham11 Inc,238018,2015-04-26,Advertisement,Opportunity for Kim733,Laura Garza,Closed Won,New Business,2015-01-07,Closed,BDR
Doyle59 Inc,40380,2015-08-30,Partner,Opportunity for Curry734,Laura Garza,Qualification,New Business / Add-on,2015-04-22,Pipeline,BDR
Moore247 Inc,4475050,2012-05-12,Employee Referral,Opportunity for Hubbard735,Laura Garza,Closed Won,New Business / Add-on,2012-02-29,Closed,Marketing
Benson346 Inc,324200,2014-06-30,Word of mouth,Opportunity for Schultz736,Kelly Frazier,Closed Lost,New Business,2014-05-02,Omitted,Marketing
Cox450 Inc,79875,2012-10-11,Partner,Opportunity for Pierce737,Chris Riley,Closed Lost,New Business,2012-05-09,Omitted,AE
Stewart123 Inc,2961900,2012-05-14,Employee Referral,Opportunity for Haynes738,Eric Gutierrez,Closed Won,New Business,2012-04-25,Closed,AE
Greene248 Inc,2023780,2012-10-20,Word of mouth,Opportunity for Andrews739,Dennis Howard,Closed Won,New Business,2012-08-23,Closed,AE
Summers987 Inc,155600,2015-08-24,Employee Referral,Opportunity for Garner740,John Williams,Perception Analysis,New Business / Add-on,2015-05-13,BestCase,Alliances
Brown495 Inc,3895600,2013-04-23,Seminar - Internal,Opportunity for Malone741,Evelyn Williamson,Closed Won,Existing Business,2012-12-22,Closed,Marketing
Ford745 Inc,304655,2012-04-13,Seminar - Internal,Opportunity for Barrett742,Doroth Gardner,Closed Won,New Business / Add-on,2011-12-31,Closed,Marketing
Martin56 Inc,2295030,2014-05-21,Word of mouth,Opportunity for Wade743,Irene Kelley,Closed Won,New Business,2013-11-13,Closed,Marketing
Thomas631 Inc,145705,2014-10-02,Web,Opportunity for Collier744,John Williams,Closed Won,New Business,2014-02-21,Closed,BDR
Butler249 Inc,676500,2014-07-20,Public Relations,Opportunity for Watts745,John Williams,Closed Won,New Business / Add-on,2014-03-18,Closed,AE
Cobb132 Inc,1411200,2014-12-30,Word of mouth,Opportunity for Freeman746,Evelyn Williamson,Closed Won,New Business,2014-05-11,Closed,BDR
Erickson874 Inc,218798,2015-04-12,Advertisement,Opportunity for Hopkins747,John Williams,Closed Won,New Business,2014-10-25,Closed,AE
Lawrence696 Inc,1482500,2014-01-03,Web,Opportunity for Gordon748,John Williams,Closed Lost,New Business,2013-07-18,Omitted,BDR
Reed186 Inc,2347280,2013-08-25,Word of mouth,Opportunity for Stone749,Catherine Brown,Closed Lost,New Business,2013-02-14,Omitted,BDR
Griffith580 Inc,411166,2014-12-21,Employee Referral,Opportunity for Clayton750,Irene McCoy,Closed Won,Existing Business,2014-05-15,Closed,Alliances
Hunt786 Inc,16450,2013-08-25,Advertisement,Opportunity for Johnson751,Laura Garza,Closed Won,New Business,2013-06-25,Closed,Marketing
Munoz724 Inc,316800,2013-04-29,Partner,Opportunity for Summers752,Julie Chavez,Closed Won,New Business,2012-10-28,Closed,Alliances
Conner538 Inc,3154000,2014-03-11,Web,Opportunity for Mann753,Julie Chavez,Closed Won,New Business,2013-07-30,Closed,BDR
Newman168 Inc,3920830,2012-06-25,Word of mouth,Opportunity for Brady754,Bruce Kennedy,Closed Won,New Business,2012-02-05,Closed,BDR
Page703 Inc,4448320,2012-09-28,Employee Referral,Opportunity for Chandler755,Doroth Gardner,Closed Won,New Business,2012-09-11,Closed,Marketing
Becker755 Inc,591520,2014-08-17,Partner,Opportunity for Andrews1118,Bruce Kennedy,Closed Won,New Business,2014-08-02,Closed,Marketing
Porter833 Inc,3464070,2013-09-28,Employee Referral,Opportunity for Arnold1119,John Williams,Closed Won,New Business,2013-03-01,Closed,Marketing
Cruz129 Inc,470169,2014-07-26,Trade Show,Opportunity for Hale1120,Chris Riley,Closed Won,New Business,2013-12-17,Closed,BDR
Munoz720 Inc,605170,2013-06-24,Partner,Opportunity for Todd1121,Harold Campbell,Closed Lost,New Business,2013-04-11,Omitted,AE
Harrison279 Inc,466560,2015-11-25,Trade Show,Opportunity for Estrada1122,John Williams,Value Proposition,New Business,2015-06-28,Pipeline,Marketing
Martin949 Inc,312040,2012-06-27,Public Relations,Opportunity for Poole1123,Kelly Frazier,Closed Won,New Business / Add-on,2011-11-03,Closed,AE
Manning57 Inc,1852500,2014-04-14,Word of mouth,Opportunity for Estrada1124,Laura Palmer,Closed Won,New Business,2014-01-07,Closed,AE
Bryan926 Inc,5500,2013-10-07,Partner,Opportunity for Butler1125,Evelyn Williamson,Closed Won,New Business / Add-on,2013-02-23,Closed,Alliances
Gutierrez801 Inc,142400,2015-06-14,Trade Show,Opportunity for Miles1126,Chris Riley,Closed Won,New Business,2015-01-20,Closed,AE
Garza427 Inc,15560,2014-06-08,Employee Referral,Opportunity for Ramos1127,Eric Sanchez,Closed Won,New Business / Add-on,2013-11-22,Closed,AE
Duncan773 Inc,254886,2015-06-05,Advertisement,Opportunity for Alvarado1128,Eric Sanchez,Closed Won,New Business / Add-on,2015-03-09,Closed,AE
Martin56 Inc,2210350,2014-12-24,Employee Referral,Opportunity for Wilkins1129,Irene Kelley,Closed Won,New Business / Add-on,2014-07-14,Closed,AE
Lawrence491 Inc,811060,2013-08-29,Web,Opportunity for Drake1130,Irene Kelley,Closed Won,New Business,2013-05-05,Closed,AE
Payne411 Inc,1403220,2013-12-07,Advertisement,Opportunity for Vasquez1131,John Williams,Closed Won,New Business / Add-on,2013-07-02,Closed,Marketing
Byrd106 Inc,70960,2012-05-22,Partner,Opportunity for Beck1132,Chris Riley,Closed Lost,Existing Business,2012-02-02,Omitted,Marketing
Higgins494 Inc,524400,2014-12-18,Seminar - Internal,Opportunity for Harris1133,Johnny Green,Closed Won,New Business / Add-on,2014-09-15,Closed,Marketing
Park905 Inc,749210,2014-05-19,Partner,Opportunity for Moran1134,Kelly Frazier,Closed Won,Existing Business,2013-10-31,Closed,AE
King97 Inc,1007400,2013-11-01,Partner,Opportunity for Potter1135,Bruce Kennedy,Closed Won,New Business,2013-07-07,Closed,AE
Grant712 Inc,987000,2015-04-06,Trade Show,Opportunity for Howell1136,Julie Chavez,Closed Won,New Business,2014-12-13,Closed,BDR
Stevenson954 Inc,4671610,2014-10-17,Public Relations,Opportunity for Bass1137,Irene McCoy,Closed Won,Existing Business,2014-05-05,Closed,Marketing
Perez590 Inc,489886,2014-10-17,Public Relations,Opportunity for Obrien1138,Chris Riley,Closed Lost,New Business,2014-09-18,Omitted,AE
Hawkins983 Inc,69760,2012-11-12,Word of mouth,Opportunity for Jenkins1139,Laura Garza,Closed Lost,New Business,2012-05-27,Omitted,BDR
Simmons663 Inc,5244,2013-01-13,Partner,Opportunity for Rodgers1140,Eric Sanchez,Closed Lost,New Business / Add-on,2012-10-23,Omitted,BDR
Brock75 Inc,1201270,2012-09-06,Partner,Opportunity for Brady1141,Catherine Brown,Closed Won,New Business / Add-on,2012-01-26,Closed,Alliances
Valdez792 Inc,144270,2014-04-29,Employee Referral,Opportunity for Richardson1142,John Williams,Closed Won,New Business,2013-12-09,Closed,Alliances
Cole726 Inc,1596310,2012-08-05,Employee Referral,Opportunity for Lowe1494,Doroth Gardner,Closed Won,New Business,2012-02-06,Closed,Marketing
Wallace727 Inc,70840,2014-01-13,Word of mouth,Opportunity for Zimmerman1495,Johnny Green,Closed Won,New Business / Add-on,2013-12-21,Closed,Marketing
Owens400 Inc,219000,2015-04-24,Trade Show,Opportunity for Young1496,Laura Palmer,Closed Won,Existing Business,2014-11-05,Closed,Marketing
Coleman288 Inc,808900,2012-12-28,Advertisement,Opportunity for Hart1497,Chris Riley,Closed Won,New Business / Add-on,2012-11-03,Closed,Marketing
Bass661 Inc,299491,2013-12-30,Trade Show,Opportunity for Caldwell1498,Johnny Green,Closed Won,New Business,2013-11-04,Closed,BDR
Ross559 Inc,3510100,2014-04-08,Trade Show,Opportunity for Ruiz1499,Laura Palmer,Closed Lost,Existing Business,2013-08-21,Omitted,BDR
Higgins666 Inc,583800,2015-05-11,Word of mouth,Opportunity for Malone1500,Chris Riley,Closed Won,New Business / Add-on,2014-12-19,Closed,AE
Tucker401 Inc,830675,2014-05-02,Employee Referral,Opportunity for Wise1501,Chris Riley,Closed Lost,New Business / Add-on,2013-10-02,Omitted,Marketing
Stanley477 Inc,229720,2012-10-27,Word of mouth,Opportunity for Haynes1502,Evelyn Williamson,Closed Won,Existing Business,2012-03-16,Closed,AE
Rios830 Inc,3851250,2014-12-27,Word of mouth,Opportunity for McDonald1503,Johnny Green,Closed Won,New Business,2014-12-14,Closed,Marketing
Young486 Inc,1032600,2014-12-15,Word of mouth,Opportunity for Oliver1504,Evelyn Williamson,Closed Won,New Business / Add-on,2014-09-06,Closed,AE
Lowe352 Inc,2238750,2013-09-18,Partner,Opportunity for Powell1505,Johnny Green,Closed Won,New Business,2013-04-20,Closed,Marketing
Tran798 Inc,43355,2014-12-19,Seminar - Internal,Opportunity for Norris1506,Doroth Gardner,Closed Won,New Business,2014-10-27,Closed,Marketing
Benson689 Inc,594760,2015-09-14,Advertisement,Opportunity for Hardy1507,Irene Kelley,Perception Analysis,New Business,2015-02-18,BestCase,Marketing
Berry512 Inc,776500,2013-09-06,Partner,Opportunity for Copeland1508,Bruce Kennedy,Closed Lost,New Business / Add-on,2013-05-13,Omitted,AE
Sharp69 Inc,247600,2013-12-04,Word of mouth,Opportunity for Horton1509,Eric Sanchez,Closed Lost,New Business,2013-07-05,Omitted,AE
Hawkins276 Inc,791500,2015-08-03,Advertisement,Opportunity for Nguyen1510,Evelyn Williamson,Qualification,New Business,2015-02-19,Pipeline,Marketing
Mitchell570 Inc,1484830,2014-03-12,Employee Referral,Opportunity for Nichols1511,Catherine Brown,Closed Won,New Business,2013-12-22,Closed,AE
Sims952 Inc,2719000,2015-03-26,Partner,Opportunity for Garrett1512,Irene Kelley,Closed Won,New Business,2014-12-25,Closed,Marketing
Walsh951 Inc,62944,2013-07-22,Trade Show,Opportunity for Ramirez1513,Eric Sanchez,Closed Lost,New Business,2013-03-12,Omitted,Alliances
